,datetime,tweet_Id,Username,text,likes
79,2022-09-05 13:11:03+00:00,1566775921411264513,HumpyyyDumpyyy,"@allaboutbelgaum @Smart_Belagavi The concrete does not soak the water in. And the drainage has completely failed here. Concrete roads in their lang white toppings is actually fail concept. It damages tyres as well as doesn't soak water
Al water can't b made 2 go through drinage, there needs some amt to be soaked",2
80,2022-09-05 13:05:58+00:00,1566774641339015168,SahityaPriya123,@BelagaviM @DcBelagavi @UMESH_V_KATTI @DharwadForest @AHVS_Karnataka @BelagaviKA @Belagavi_infra @SureshkbgmVK @belagavi_news @BelagaviForum @ZP_Belagavi @BeautifulBelag @BelagaviDipo @Nammkitturu @karnatakacom https://t.co/bTYQdobkIO,1
81,2022-09-05 12:59:52+00:00,1566773107649814528,belagavi_news,"On the 6th Day, Devotees seen bidding adieu to Bappa after customary stay. 
Location: Maratha Mandir Immersion Tank. 

#Ganesh 
#GaneshChaturthi
#GaneshChaturthi2022 https://t.co/PAC1vS86BG",9
82,2022-09-05 12:58:00+00:00,1566772635744505862,belagavi_news,"@Belagavi_infra Bye Arjun &amp; Ale. 🐘👋🐘
Hope you had pleasant stay in Kundanagri. 
Next time visit us on Holiday not on work to Hunt someone. 🤣🥺.

#LeopardInBelgaum
#LeopardInBelagavi https://t.co/GoGuAsHraj",8
83,2022-09-05 12:57:44+00:00,1566772569449308161,BelagaviM,@SahityaPriya123 @DcBelagavi @UMESH_V_KATTI @DharwadForest @AHVS_Karnataka @BelagaviKA @Belagavi_infra @SureshkbgmVK @belagavi_news @BelagaviForum @ZP_Belagavi @BeautifulBelag @BelagaviDipo @Nammkitturu @karnatakacom ಇನ್ನ ಯಾರ್ ಗಿಡ ಮರ ಕಡಿತಾರ್ ಲಾ ಅವರ ಬಲಿ ಪಕ್ಕಾ ನನ್ನ ಕೈಯಿಂದ.,1
84,2022-09-05 12:57:04+00:00,1566772401194512385,Belagavi3,@krishjai2006 @Veera284 Karumam da....,0
85,2022-09-05 12:56:31+00:00,1566772264472784896,Belagavi3,@iamsskarthik @Veera284 Avaru all Regional Padam Production nd Distribution ah meratti vaangura matter la romba busy...,3
86,2022-09-05 12:56:27+00:00,1566772245149921282,SahityaPriya123,@BelagaviM @DcBelagavi @UMESH_V_KATTI @DharwadForest @AHVS_Karnataka @BelagaviKA @Belagavi_infra @SureshkbgmVK @belagavi_news @BelagaviForum @ZP_Belagavi @BeautifulBelag @BelagaviDipo @Nammkitturu @karnatakacom 😂 ಅವಾಗವಾಗ ಹಿಂಗ ಬಂದ್ರ ನಾಲ್ಕಾರು ಮರಗಿಡ ಅಲ್ಲಲ್ಲಿ ಒಂಚೂರು ಕಾಡು ಏನಾರ  ಉಳಿತದೆ ಅಂತ ಆಸೆ ಕಣಣ್ಣಾ,1
87,2022-09-05 12:55:07+00:00,1566771910435713025,Belagavi3,@Veera284 Idhukku Peru dhan Dravida Model...,0
88,2022-09-05 12:52:38+00:00,1566771284599787520,sachinBhovi2,@ShivprasadKara2 @Belagavi_infra @CMofKarnataka @BSBommai @MangalSAngadi @Irannakadadi_MP @iamabhaypatil @belagavi_news @BelagaviRailway @BelagaviKA @BelagaviM Yes that's best option...!! they busy north Karnataka HD only rest all districts watching ..,2
89,2022-09-05 12:52:21+00:00,1566771214785609728,BelagaviM,@SahityaPriya123 @DcBelagavi @UMESH_V_KATTI @DharwadForest @AHVS_Karnataka @BelagaviKA @Belagavi_infra @SureshkbgmVK @belagavi_news @BelagaviForum @ZP_Belagavi @BeautifulBelag @BelagaviDipo @Nammkitturu @karnatakacom ಯಾಕ್ರೀ ನನ್ನ ಬಿಟ್ ಇರಲಾಕ್ ಮನಸ್ಸ ಅಗ್ವಾಲ್ದ ಏನ್ರೀ?,0
90,2022-09-05 12:51:53+00:00,1566771098561445890,VistaraNews,"KPTCL exam scam | ಪ್ರಕರಣದಲ್ಲಿ ಮತ್ತೆ ಮೂವರ ಬಂಧನ; ಬೆಳಗಾವಿ ಪೊಲೀಸರ ಕಾರ್ಯಾಚರಣೆ

#ವಿಸ್ತಾರನ್ಯೂಸ್‌ #vistaranewskannada #vistaranews #kptclexams #Arrest #Belagavi #police 

https://t.co/1AZKgI15jz",0
91,2022-09-05 12:50:27+00:00,1566770737901252609,Belagavi_infra,"Bye bye !! 

#LeopardinBelagavi | #Belagavi | #Karnatala https://t.co/5fXIBS1YpD",39
92,2022-09-05 12:47:07+00:00,1566769896201269248,BelagaviM,ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಜನರು ಈಗ ಬದಲಾವಣೆ ಬಯಸುತ್ತಿದ್ದಾರೆ ಈಗಿರುವ ಎಲ್ಲ MLA ಗಳನ್ನು ಬದಲಾವಣೆ ಮಾಡುವ ತವಕದಲ್ಲಿದ್ದಾರೆ @BJP4Karnataka ಸರ್ಕಾರ ಈಗಲೇ ಎಚ್ಚೆತ್ತುಕೊಂಡು ಅಭಿವೃದ್ದಿ ಮಾಡದ ಎಲ್ಲ ಶಾಸಕರಿಗೆ ಬರುವ ಚುನಾವಣೆಯಲ್ಲಿ ಬೀ ಪಾರ್ಮ್  ನೀಡದೇ ಹೊಸಬರಿಗೆ ಅವಕಾಶ ಮಾಡಿ ಕೊಡಿ. @BSYBJP @blsanthosh @CTRavi_BJP @AmitShah,23
93,2022-09-05 12:46:44+00:00,1566769802076573696,mukund_24,@Smart_Belagavi @iamabhaypatil @BenakeAnil @laxmi_hebbalkar @JarkiholiSatish @Channaraj_H @SmartCities_HUA @allaboutbelgaum @Belagavi_infra @BelagaviKA https://t.co/9dchsIGhYb,0
94,2022-09-05 12:46:44+00:00,1566769801405423619,The_Lion_KINGG_,"@allaboutbelgaum @Smart_Belagavi my issue was gutter water came inside my house, even to the new elected corporator raju bhatkhande, nothing happened. Using the word third is less for people like @iamabhaypatil  and I hope @narendramodi before coming to belgaum, you have answers aur phekugiri mat karo.",0
95,2022-09-05 12:45:36+00:00,1566769515341676546,SahityaPriya123,@BelagaviM @DcBelagavi @UMESH_V_KATTI @DharwadForest @AHVS_Karnataka @BelagaviKA @Belagavi_infra @SureshkbgmVK @belagavi_news @BelagaviForum @ZP_Belagavi @BeautifulBelag @BelagaviDipo @Nammkitturu @karnatakacom ಮತ್ತ ಬರೋದು?,0
96,2022-09-05 12:45:14+00:00,1566769425918803968,The_Lion_KINGG_,"@allaboutbelgaum @Smart_Belagavi Who is going to listen to you?. I am a common man, I went from corporators house to municipality branch for help, me and family faced insult, why? Because I should them same stuff which you posted.",0
97,2022-09-05 12:41:38+00:00,1566768516744654848,Belgaum_Foodies,"Finally, the flavored pani puri in Belagavi.
Enjoy 6 different flavors in one plate. Rs 25 per plate.
Address: spm road opp apollo medical outside shivaji garden.

So what's your flavor tonight?
.
#belgaum #Belagavi #panipuri #INDvsPAK #belgaumfood #Karnataka https://t.co/IZjbPWSUJt",34
